=== Workspace Limits Discovery ===

Timestamp,X,Y,Z,Joint0,Joint1,Joint2,Joint3
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
0.000000,0.683513,-1.303708,1.144935,0.000000,0.000000,0.000000,0.000000
